scope_key,http_method,endpoint_path,operation_title,doc_url
mall.read_product,GET,/api/v2/admin/products/{product_no}/variants/{variant_code},Retrieve a product variant,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_product,PUT,/api/v2/admin/products/{product_no}/variants/{variant_code},Update a product variant,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_product,PUT,/api/v2/admin/products/{product_no}/variants,Update multiple product variants,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_product,DELETE,/api/v2/admin/products/{product_no}/variants/{variant_code},Delete a product variant,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_product,GET,/api/v2/admin/products/{product_no}/variants/{variant_code}/inventories,Retrieve inventory details of a product variant,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_product,PUT,/api/v2/admin/products/{product_no}/variants/{variant_code}/inventories,Update a product variant inventory,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_product,GET,/api/v2/admin/products/customproperties,Retrieve user-defined properties,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_product,POST,/api/v2/admin/products/customproperties,Create user-defined properties,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_product,PUT,/api/v2/admin/products/customproperties/{property_no},Update user-defined properties,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_product,DELETE,/api/v2/admin/products/customproperties/{property_no},Delete user-defined properties,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_product,GET,/api/v2/admin/products/decorationimages,Retrieve a list of decoration images,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_product,GET,/api/v2/admin/products/icons,Retrieve a list of icons,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_product,POST,/api/v2/admin/products/images,Upload images,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_product,GET,/api/v2/admin/products/properties,Retrieve fields for product details,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_product,POST,/api/v2/admin/products/properties,Create a field for product details page,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_product,PUT,/api/v2/admin/products/properties,Update fields for product details,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/cancellation/{claim_code},Retrieve an order cancellation,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,POST,/api/v2/admin/cancellation,Create multiple order cancellations,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/cancellation,Change cancellation details in bulk,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,POST,/api/v2/admin/cancellationrequests,Create a cancellation request for multiple items,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/cancellationrequests,Reject a cancellation request for multiple items,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/cashreceipt,Retrieve a list of cash receipts,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,POST,/api/v2/admin/cashreceipt,Create a cash receipt,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/cashreceipt/{cashreceipt_no},Update a cash receipt,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/cashreceipt/{cashreceipt_no}/cancellation,Update a cash receipt cancellation,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/collectrequests/{request_no},Update a collection request,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/control,Order control,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/exchange/{claim_code},Retrieve an exchange,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,POST,/api/v2/admin/exchange,Create multiple exchanges,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/exchange,Update multiple order exchanges,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,POST,/api/v2/admin/exchangerequests,Bulk exchange request API,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/exchangerequests,Reject an exchange request for multiple items,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,POST,/api/v2/admin/fulfillments,Create shipping information for multiple orders via Fulfillment,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/labels,Retrieve order labels,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,POST,/api/v2/admin/labels,Create multiple order labels,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/orderform/properties,Retrieve an additional checkout field,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,POST,/api/v2/admin/orderform/properties,Create an additional checkout field,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/orderform/properties/{orderform_property_id},Update an additional checkout field,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,DELETE,/api/v2/admin/orderform/properties/{orderform_property_id},Delete an additional checkout field,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/orders,Retrieve a list of orders,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/orders/{order_id},Retrieve an order,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/orders/count,Retrieve a count of orders,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/orders,Update status for multiple orders,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/orders/{order_id},Update an order status,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,DELETE,/api/v2/admin/orders/{order_id}/autocalculation,Remove auto calculation setting of an order,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/orders/{order_id}/buyer,Retrieve customer details of an order,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/orders/{order_id}/buyer,Update customer information of an order,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/orders/{order_id}/buyer/history,Retrieve a list of customer history of an order,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,POST,/api/v2/admin/orders/{order_id}/cancellation,Create an order cancellation,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/orders/{order_id}/cancellation/{claim_code},Change cancellation details,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,POST,/api/v2/admin/orders/{order_id}/exchange,Create an order exchange,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/orders/{order_id}/exchange/{claim_code},Update an order exchange,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/orders/{order_id}/exchangerequests,Reject an exchange request,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/orders/{order_id}/items,Retrieve a list of order items,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,POST,/api/v2/admin/orders/{order_id}/items,Create an order item,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/orders/{order_id}/items/{order_item_code},Update an order item,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/orders/{order_id}/items/{order_item_code}/labels,Retrieve an order label,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,POST,/api/v2/admin/orders/{order_id}/items/{order_item_code}/labels,Create an order label,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/orders/{order_id}/items/{order_item_code}/labels,Update an order label,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,DELETE,/api/v2/admin/orders/{order_id}/items/{order_item_code}/labels/{name},Delete an order label,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,POST,/api/v2/admin/orders/{order_id}/items/{order_item_code}/options,Create order item options,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/orders/{order_id}/items/{order_item_code}/options,Edit order item options,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/orders/{order_id}/memos,Retrieve a list of order memos,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,POST,/api/v2/admin/orders/{order_id}/memos,Create an order memo,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/orders/{order_id}/memos/{memo_no},Update an order memo,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,DELETE,/api/v2/admin/orders/{order_id}/memos/{memo_no},Delete an order memo,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/orders/{order_id}/payments,Update an order payment status,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/orders/{order_id}/paymenttimeline,Retrieve payment history of an order,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/orders/{order_id}/paymenttimeline/{payment_no},Retrieve payment details of an order,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/orders/{order_id}/receivers,Retrieve a list of recipients of an order,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/orders/{order_id}/receivers,Update order recipients,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/orders/{order_id}/receivers/{shipping_code},Change shipping information,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/orders/{order_id}/receivers/history,Retrieve a list of recipient history of an order,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/orders/{order_id}/refunds/{refund_code},Update an order refund,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,POST,/api/v2/admin/orders/{order_id}/return,Create an order return,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/orders/{order_id}/return/{claim_code},Update an order return,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/orders/{order_id}/shipments,Retrieve a list of shipping information of an order,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,POST,/api/v2/admin/orders/{order_id}/shipments,Create an order shipping information,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/orders/{order_id}/shipments/{shipping_code},Update an order shipping,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,DELETE,/api/v2/admin/orders/{order_id}/shipments/{shipping_code},Delete an order shipping,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/orders/{order_id}/shippingfeecancellation,Retrieve shipping fee cancellation details of an order,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,POST,/api/v2/admin/orders/{order_id}/shippingfeecancellation,Create an order shipping fee cancellation,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,POST,/api/v2/admin/orders/{order_id}/shortagecancellation,Create an order cancellation on stock shortage,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/orders/benefits,Retrieve a list of order benefits applied to an order,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,POST,/api/v2/admin/orders/calculation,Calculate total due,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/orders/coupons,Retrieve a list of coupons applied to an order,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/orders/dashboard,List all orders dashboard,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/orders/inflowgroups,Retrieve a list of traffic source groups,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,POST,/api/v2/admin/orders/inflowgroups,Create a traffic source group,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/orders/inflowgroups/{inflow_group_id},Update a traffic source group,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,DELETE,/api/v2/admin/orders/inflowgroups/{inflow_group_id},Delete a traffic source group,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/orders/inflowgroups/{group_id}/inflows,Retrieve a list of group traffic sources,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,POST,/api/v2/admin/orders/inflowgroups/{group_id}/inflows,Create a group traffic source,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/orders/inflowgroups/{group_id}/inflows/{inflow_id},Update a group traffic source,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,DELETE,/api/v2/admin/orders/inflowgroups/{group_id}/inflows/{inflow_id},Delete a group traffic source,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/orders/memos,Retrieve a list of admin memos for an order,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/orders/migrations,Retrieve order from migrated store,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,POST,/api/v2/admin/orders/migrations,Create order from migrated store,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/orders/migrations,Update order from migrated store,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,DELETE,/api/v2/admin/orders/migrations/{order_id},Delete order from migrated store,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/orders/paymentamount,Retrieve a payment amount,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/orders/saleschannels,Retrieve a list of sales channels,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,POST,/api/v2/admin/orders/saleschannels,Create a sales channel,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/orders/saleschannels/{sales_channel_id},Update a sales channel,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,DELETE,/api/v2/admin/orders/saleschannels/{sales_channel_id},Delete a sales channel,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/payments,Update payment status for multiple orders,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/refunds,Retrieve a list of refunds,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/refunds/{refund_code},Retrieve a refund,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/reservations,Retrieve a booked item,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/return/{claim_code},Retrieve a return,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,POST,/api/v2/admin/return,Create multiple order returns,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/return,Update a return,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,POST,/api/v2/admin/returnrequests,Create a return request for multiple items,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/returnrequests,Reject a return request for multiple items,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,POST,/api/v2/admin/shipments,Create shipping information for multiple orders,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/shipments,Update multiple order shippings,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/subscription/shipments,Retrieve a subscription,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,POST,/api/v2/admin/subscription/shipments,Create a subscription,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/subscription/shipments/{subscription_id},Update a subscription,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_order,PUT,/api/v2/admin/subscription/shipments/{subscription_id}/items,Update product variants in subscription,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_order,GET,/api/v2/admin/unpaidorders,Retrieve unpaid orders,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_customer,GET,/api/v2/admin/customergroups,Retrieve a list of customer tiers,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_customer,GET,/api/v2/admin/customergroups/count,Retrieve a count of customer tiers,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_customer,GET,/api/v2/admin/customergroups/{group_no},Retrieve a customer tier,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_customer,POST,/api/v2/admin/customergroups/{group_no}/customers,Update a customer's customer tier,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_customer,GET,/api/v2/admin/customergroups/setting,Retrieve customer tier settings,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_customer,GET,/api/v2/admin/customers,Retrieve a list of customers,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_customer,DELETE,/api/v2/admin/customers/{member_id},Delete an account,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_customer,GET,/api/v2/admin/customers/{member_id}/autoupdate,Retrieve customer tier auto-update details,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_customer,GET,/api/v2/admin/customers/{member_id}/memos/count,Retrieve a count of customer memos,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_customer,GET,/api/v2/admin/customers/{member_id}/memos,Retrieve a list of customer memos,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_customer,GET,/api/v2/admin/customers/{member_id}/memos/{memo_no},Retrieve a customer memo,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_customer,POST,/api/v2/admin/customers/{member_id}/memos,Create a customer memo,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_customer,PUT,/api/v2/admin/customers/{member_id}/memos/{memo_no},Update a customer memo,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_customer,DELETE,/api/v2/admin/customers/{member_id}/memos/{memo_no},Delete a customer memo,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_customer,GET,/api/v2/admin/customers/{member_id}/paymentinformation,Retrieve a customer's list of payment methods,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_customer,DELETE,/api/v2/admin/customers/{member_id}/paymentinformation,Delete customer's payment information,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_customer,DELETE,/api/v2/admin/customers/{member_id}/paymentinformation/{payment_method_id},Delete customer's payment information by payment method ID,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_customer,GET,/api/v2/admin/customers/{member_id}/plusapp,Retrieve app installation information,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_customer,GET,/api/v2/admin/customers/{member_id}/social,Retrieve a customer's social account,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_customer,GET,/api/v2/admin/customers/properties,View account signup fields,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_customer,PUT,/api/v2/admin/customers/properties,Edit account signup fields,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_community,GET,/api/v2/admin/boards,Retrieve a list of boards,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_community,GET,/api/v2/admin/boards/{board_no},Retrieve the board settings,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_community,PUT,/api/v2/admin/boards/{board_no},Update the board settings,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_community,GET,/api/v2/admin/boards/{board_no}/articles,Retrieve a list of posts for a board,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_community,POST,/api/v2/admin/boards/{board_no}/articles,Create a board post,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_community,PUT,/api/v2/admin/boards/{board_no}/articles/{article_no},Update a board post,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_community,DELETE,/api/v2/admin/boards/{board_no}/articles/{article_no},Delete a board post,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_community,GET,/api/v2/admin/boards/{board_no}/articles/{article_no}/comments,Retrieve a list of comments for a board post,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_community,POST,/api/v2/admin/boards/{board_no}/articles/{article_no}/comments,Create a comment for a board post,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_community,DELETE,/api/v2/admin/boards/{board_no}/articles/{article_no}/comments/{comment_no},Delete a comment for a board post,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_community,GET,/api/v2/admin/boards/{board_no}/comments,Retrieve comments in bulk,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_community,GET,/api/v2/admin/boards/{board_no}/seo,Retrieve SEO settings for board,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_community,PUT,/api/v2/admin/boards/{board_no}/seo,Update SEO settings for board,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_community,GET,/api/v2/admin/commenttemplates,Retrieve frequently used answers,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_community,GET,/api/v2/admin/commenttemplates/{comment_no},Retrieve a frequently used answer,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_community,POST,/api/v2/admin/commenttemplates,Create a frequently used answer,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_community,PUT,/api/v2/admin/commenttemplates/{comment_no},Update a frequently used answer,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_community,DELETE,/api/v2/admin/commenttemplates/{comment_no},Delete a frequently used answer,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_community,GET,/api/v2/admin/financials/monthlyreviews,Retrieve the total count for monthly reviews and ratings,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_community,GET,/api/v2/admin/urgentinquiry,Retrieve an urgent inquiry post,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.read_community,GET,/api/v2/admin/urgentinquiry/{article_no}/reply,Retrieve a reply for urgent inquiry post,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_community,POST,/api/v2/admin/urgentinquiry/{article_no}/reply,Create a reply for urgent inquiry post,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
mall.write_community,PUT,/api/v2/admin/urgentinquiry/{article_no}/reply,Update a reply for urgent inquiry post,https://developers.cafe24.com/docs/ko/api/admin/#retrieve-a-list-of-product-category-translations
